project,method_name,class_name,gt_summary,llm_summary,cosine_similarity,bert_precision,bert_recall,bert_f1
jhotdraw,createButtons,JavaDrawApplet,This method creates the buttons. CreateButtons() seems less important than average because it is not called by any methods.,Creates the applet’s button controls. This is used during initialization or UI setup to add the necessary buttons for user interaction.,0.1711637223881542,0.88132405,0.868894,0.8750649
jhotdraw,deactivate,AbstractTool,"This method deactivates the abstract tool. Deactivate() seems less important than average because it is called by 9 methods. The method can be used in a procedural statement ; for example: ""super.deactivate();"".","Deactivates the tool or its associated value, likely transitioning it out of an active state. Use this when you need to explicitly disable or shut down the current tool behavior, as in `deactivate();`.",0.1956816380600485,0.8667702,0.86953443,0.8681501
jhotdraw,findConnectableFigure,ChangeConnectionHandle,"This method finds the connectable figure and returns a Figure. FindConnectableFigure() seems less important than average because it is called by 2 methods. The method can be used in an assignment statement ; for example: ""Figure target=findConnectableFigure(x,y,drawing);"".","Finds and returns a connectable figure, typically for use in an assignment like retrieving a figure from a view or drawing context. This is used when code needs to locate a figure that can participate in a connection operation.",0.3508529474870153,0.88286406,0.8512919,0.8667906
jhotdraw,findConnectionTarget,ConnectionHandle,"This method finds the connection target and returns a Connector. FindConnectionTarget() seems less important than average because it is called by 2 methods. The method can be used in an assignment statement ; for example: ""Connector target=findConnectionTarget(x,y,view.drawing());"".","Finds and returns the connector at a given connection target location. Use it when you need to resolve a point or view coordinates into a `Connector`, as in assigning the result to a target variable.",0.2881571646383723,0.8792659,0.8505443,0.86466664
jhotdraw,getPrototypeFigure,CreationTool,"This method gets the prototype figure and returns a Figure. GetPrototypeFigure() seems less important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""if (getPrototypeFigure() == null) {"".","Returns the prototype figure associated with this creation tool. It is used conditionally, for example to check whether the prototype figure is null before proceeding.",0.3371469061936179,0.88844115,0.8529812,0.8703501
jhotdraw,selectionHandles,StandardDrawingView,"This method gets the selection handles and returns a HandleEnumeration. SelectionHandles() seems less important than average because it is called by 2 methods. The method can be used in an assignment statement ; for example: ""HandleEnumeration he=selectionHandles();"".","Returns an enumeration of the current selection handles in the drawing view. It is used when code needs to iterate over or assign the handles for the current selection, such as `HandleEnumeration he = selectionHandles();`.",0.3611759226196202,0.9029503,0.88941056,0.8961293
jhotdraw,drawingInvalidated,StandardDrawingView,This method handles the drawing invalidated. DrawingInvalidated() seems less important than average because it is not called by any methods.,Notifies the view that its drawing has become invalid and should be refreshed or redrawn. Used internally when the drawing state changes and the display needs to be updated.,0.09871667986415006,0.8621035,0.85756546,0.85982853
jhotdraw,keyTyped,StandardDrawingView,This method handles the key typed. KeyTyped() seems less important than average because it is not called by any methods.,"Handles a typed key event for the drawing view, likely interpreting keyboard input as part of the view’s interaction behavior. This method is used when the `StandardDrawingView` needs to respond to keyboard typing, though no specific downstream behavior is shown here.",0.1813325893231174,0.8560562,0.882241,0.8689514
jhotdraw,NullToolTest,NullToolTest,This method creates the null tool test and returns a nulltooltest. NullToolTest() seems less important than average because it is not called by any methods.,"Creates a new `NullToolTest` instance, acting as a constructor-like factory for the test class. Use it when you need to instantiate `NullToolTest` in test setup or related code.",0.19188647543112203,0.86829495,0.87613076,0.87219524
jhotdraw,testVault,OffsetLocatorTest,This method tests the vault. TestVault() seems less important than average because it is not called by any methods.,Tests the vault-related behavior in `OffsetLocatorTest`. It is used as a test case and does not return a value.,0.19559419943694237,0.8728344,0.87755656,0.87518907
jhotdraw,StandardFigureSelectionTest,StandardFigureSelectionTest,This method creates the standard figure selection test and returns a standardfigureselectiontest. StandardFigureSelectionTest() seems less important than average because it is not called by any methods.,Creates a new `StandardFigureSelectionTest` instance representing a figure selection test. Use this constructor-like factory when you need to instantiate the test setup for figure selection-related testing.,0.24150055247634403,0.8839236,0.87987864,0.88189644
jhotdraw,setUp,ClipboardTest,This method sets up the clipboard test. SetUp() seems less important than average because it is not called by any methods.,Initializes the test setup state for `ClipboardTest`. It is likely used before running clipboard-related tests to prepare any required fixtures or configuration.,0.19137875742269433,0.8644999,0.87236917,0.8684167
jhotdraw,addStorageFormat,StorageFormatManager,"This method adds the storage format storage format -. AddStorageFormat() seems less important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""storageFormatManager.addStorageFormat(format);"".","Adds a storage format to the manager’s internal collection or registry. Use it when registering a new format, such as adding the default storage format during initialization.",0.29457205818652366,0.87046546,0.84893364,0.8595647
jhotdraw,setUndoActivity,UndoableCommand,This method sets the undo activity. SetUndoActivity() seems less important than average because it is not called by any methods.,Sets the undo activity associated with this command so it can later be reversed. Use it when configuring an `UndoableCommand` before execution or undo management.,0.20425711952082568,0.87075996,0.87739784,0.87406635
jhotdraw,commandExecuted,UndoableCommand,This method handles the command executed. CommandExecuted() seems less important than average because it is not called by any methods.,"Records that a command has been executed, likely updating the undoable command’s internal state or history. This is used as part of the command lifecycle after a command runs successfully.",0.1965741164104848,0.8526075,0.86292154,0.85773355
jEdit,getFlag,Buffer,"This method gets the flag int and returns a boolean. That boolean is used by methods that is the temporary and that saves the view. GetFlag() seems far more important than average because it is called by 10 methods. The method can be used in a procedural statement ; for example: ""return getFlag(TEMPORARY);"".","Returns whether the specified flag is set on the buffer. Use it in conditional checks to gate behavior, such as returning early when a particular buffer state like `UNTITLED` is active.",0.1897518313797211,0.8525412,0.83604765,0.8442139
jEdit,getProperty,PropertyManager,This method gets the property and returns a String. GetProperty() seems far more important than average because it is not called by any methods.,"Returns the value of a named property as a `String`. It is used in assignments when client code needs to retrieve a property value, such as `String value = site.getProperty(name);`.",0.177848812763995,0.85987395,0.8715018,0.86564887
jEdit,setProperty,PropertyManager,This method sets the property. SetProperty() seems far more important than average because it is not called by any methods.,"Sets a property value on the manager. Use it when you need to update a named property, such as in `system.setProperty(name, value)`.",0.15449030260299879,0.8666404,0.86526144,0.8659503
jEdit,getDefaultProperty,PropertyManager,"This method gets the default property and returns a String. That String is used by methods that gets the property and that sets the property. GetDefaultProperty() seems far more important than average because it is called by 3 methods. The method can be used in a procedural statement ; for example: ""else return getDefaultProperty(name);"".","Returns the default property value as a string. Use this when you need a simple accessor for a property name, as shown by its use in delegating to `getDefaultProperty(name)`.",0.2664586330693276,0.8909045,0.86293405,0.8766962
jEdit,getInputHandler,View,This method gets the input handler and returns an InputHandler. That InputHandler is used by methods that handles the pass key event to view and that gets the input handler. GetInputHandler() seems far more important than average because it is called by 5 methods.,"Returns the input handler associated with this view. It is typically used when assigning the view’s handler, such as initializing a new `DefaultInputHandler` from the current input handler.",0.34057538956429784,0.8786537,0.8720328,0.87533075
jEdit,invoke,BshMethod,This method invokes the object and returns an Object. Invoke() seems far more important than average because it is not called by any methods.,Invokes the method’s underlying implementation and returns its result as an object. Use this when a BeanShell method needs to be executed dynamically and its value retrieved at runtime.,0.2359204095643113,0.88145673,0.8834851,0.8824698
jEdit,event,JThis,"This method handles the event. Return data is used by some methods that handles the caret update. Return data is used by some methods that handles the vetoable change. Event() seems far more important than average because it is called by 10 methods. The method can be used in a procedural statement ; for example: ""event(""vetoableChange"",e);"".","Triggers an event with the given value, typically used to notify listeners or propagate a change such as `event(""ancestorAdded"", e)`. This procedural method is called from multiple places and appears to be part of event-handling flow.",0.2377029048070097,0.8713051,0.85805905,0.86463135
jEdit,BeginToken,JavaCharStream,"This method begins the token and returns a char. That char is used by a method that gets the token. BeginToken() seems far more important than average because it is called by 1 method. The method can be used in an assignment statement ; for example: ""curChar=input_stream.BeginToken();"".","Begins reading a new token from the character stream and returns the first character of that token. It is used when starting tokenization, as in assigning the returned character from `input_stream.BeginToken()`.",0.2962635284902612,0.89535064,0.87849903,0.88684475
jEdit,readChar,JavaCharStream,"This method reads the char and returns a char. That char is used by methods that gets the token and that begins the token. ReadChar() seems far more important than average because it is called by 2 methods. The method can be used in a procedural statement ; for example: ""input_stream.readChar();"".","Reads and returns the next character from the character stream. It is used by stream-processing code that needs sequential character input, as in `return readChar();`.",0.2937762609474359,0.89048356,0.8694425,0.8798373
jEdit,getEndColumn,JavaCharStream,"This method gets the end column and returns an int. That int is used by methods that fills the token and that gets the token. GetEndColumn() seems far more important than average because it is called by 3 methods. The method can be used in an assignment statement ; for example: ""int error_column=input_stream.getEndColumn();"".","Returns the column number where the current token ends in the input stream. This is typically used when reinitializing or reporting parser position information, as in `jj_input_stream.ReInit(in, jj_input_stream.getEndLine(), jj_input_stream.getEndColumn())`.",0.2378448041761551,0.8640004,0.85435534,0.8591508
jEdit,getEndLine,JavaCharStream,"This method gets the end line and returns an int. That int is used by methods that gets the token and that fills the token. GetEndLine() seems far more important than average because it is called by 3 methods. The method can be used in an assignment statement ; for example: ""int error_line=input_stream.getEndLine();"".","Returns the line number where the current token or input stream position ends. This is used when reinitializing or reporting parser locations, such as passing the end line to `ReInit(...)` alongside the end column.",0.25625877938145275,0.8552511,0.84490556,0.85004675
jEdit,backup,JavaCharStream,"This method backups the int. Return data is used by a method that reads the char. Return data is used by a method that gets the token. Backup() seems far more important than average because it is called by 3 methods. The method can be used in a procedural statement ; for example: ""if (jjmatchedPos + 1 < curPos) input_stream.backup(curPos - jjmatchedPos - 1);"".","Moves the character stream backward by the specified amount, effectively undoing recently read characters. Use it when the parser needs to retract input, such as in lookahead or token reprocessing, as in `backup(0)`.",0.18719533609590785,0.85236305,0.8309782,0.8415348
jEdit,GetImage,JavaCharStream,"This method gets the image and returns a String. That String is used by methods that fills the token and that gets the token. GetImage() seems far more important than average because it is called by 2 methods. The method can be used in an assignment statement ; for example: ""error_after=curPos <= 1 ? """" : input_stream.GetImage();"".","Returns the current image of the character stream, likely the full input or current buffer contents. It is used when client code needs to capture or inspect the stream’s underlying text, such as assigning a default image when no override is provided.",0.21050484951791765,0.8535156,0.8332051,0.84323806
jEdit,getNode,NameSpace,"This method gets the node and returns a SimpleNode. That SimpleNode is used by methods that gets the script stack trace and that gets the node. GetNode() seems far more important than average because it is called by 4 methods. The method can be used in an assignment statement ; for example: ""if (parent != null) return parent.getNode();"".","Returns the current `SimpleNode` associated with this namespace. It is used in assignment contexts, such as `SimpleNode node = getNode();`.",0.319169704838931,0.8876508,0.8606679,0.87395114
jEdit,getMethod,NameSpace,This method gets the method and returns a BshMethod. GetMethod() seems far more important than average because it is not called by any methods.,"Retrieves a `BshMethod` by name from the namespace. It is used in assignment contexts when code needs to look up a method reference, such as `method = namespace.getMethod(""handleEvent"")`.",0.22139125254375838,0.8551432,0.87933815,0.8670719
jEdit,getToken,Parser,"This method gets the token and returns a Token. That Token is used by methods that jjtrees the open node scope and that jjtrees the close node scope. GetToken() seems far more important than average because it is called by 5 methods. The method can be used in an assignment statement ; for example: ""((SimpleNode)n).lastToken=getToken(0);"".","Returns the token at the requested position in the parser’s input stream. It is used when assigning a token reference, such as capturing the first token of a parsed node.",0.3512154588901664,0.8704301,0.8306166,0.8500574
jEdit,jjFillToken,ParserTokenManager,"This method fills the token and returns a Token. That Token is used by some methods that gets the token. JjFillToken() seems far more important than average because it is called by 1 method. The method can be used in an assignment statement ; for example: ""matchedToken=jjFillToken();"".","Creates and returns the next `Token` object by filling it with the current matched token state. It is used internally during parsing, as shown by the assignment `matchedToken = jjFillToken();`.",0.4271549722116122,0.88743925,0.8758945,0.88162905
jEdit,getNextToken,ParserTokenManager,"This method gets the token and returns a Token. That Token is used by methods that gets the token and that gets the token. GetNextToken() seems far more important than average because it is called by 2 methods. The method can be used in an assignment statement ; for example: ""else t=t.next=token_source.getNextToken();"".",Returns the next `Token` from the parser token manager. Use this when iterating through the token stream during parsing or lexical analysis.,0.3344218658859674,0.8548064,0.8356847,0.8451374
jEdit,getSourceFile,SimpleNode,This method gets the source file and returns a String. That String is used by methods that gets the source file and that converts the string. Return data is used by some methods that gets the source file. Return data is used by some methods that converts the string. GetSourceFile() seems far more important than average because it is called by 5 methods.,"Returns the source file associated with this node, falling back to the parent node’s source file when the current node does not have one. Use this as a conditional lookup when source-file information may need to be inherited from an ancestor.",0.19345334805970163,0.84510434,0.8384765,0.8417773
jEdit,getLineCount,JEditBuffer,"This method gets the line count and returns an int. That int is used by methods that gets the visible line int - and that expands the fold. GetLineCount() seems far more important than average because it is called by 10 methods. The method can be used in an assignment statement ; for example: ""if (line < 0 || line >= buffer.getLineCount()) throw new ArrayIndexOutOfBoundsException(line);"".","Returns the number of lines currently stored in the buffer. It is typically used to validate line indexes before accessing line-based content, such as checking bounds in conditional logic.",0.2643709143454737,0.87055916,0.8271035,0.8482752
jEdit,getLineStartOffset,JEditBuffer,"This method gets the line start offset and returns an int. That int is used by methods that gets the line length and that gets the line start offset. GetLineStartOffset() seems far more important than average because it is called by 10 methods. The method can be used in a procedural statement ; for example: ""return buffer.getLineStartOffset(line);"".","Returns the starting offset of the specified line in the buffer. Use it when you need a character index for line-based text operations, such as computing line length or ranges.",0.30969972183526956,0.8816825,0.8492065,0.86513984
jEdit,getLineCount,LineManager,"This method gets the line count and returns an int. That int is used by methods that gets the line count and that gets the line start offset. GetLineCount() seems far more important than average because it is called by 8 methods. The method can be used in an assignment statement ; for example: ""if (line < 0 || line >= lineMgr.getLineCount()) throw new ArrayIndexOutOfBoundsException(line);"".",Returns the number of lines currently managed by this `LineManager`. Use it when you need a simple count of the lines tracked by the instance.,0.18343703563891336,0.8706514,0.82111037,0.84515554
jEdit,invoke,BshMethod,This method invokes the object and returns an Object. Invoke() seems far more important than average because it is not called by any methods.,"Invokes the method’s body and returns the resulting value as an `Object`. It is used when a `BshMethod` needs to be executed, typically as part of scripted method evaluation or dispatch.",0.2535591248239059,0.8633287,0.8905474,0.87672687
jEdit,getMethod,NameSpace,This method gets the method and returns a BshMethod. GetMethod() seems far more important than average because it is not called by any methods.,"Retrieves a `BshMethod` by name and signature, typically as a lookup helper within the `NameSpace`. It is used procedurally, including internal delegation such as `return getMethod(name,sig,false);`.",0.14547436737314992,0.82760495,0.8800887,0.8530404
jEdit,getSourceFile,SimpleNode,This method gets the source file and returns a String. That String is used by methods that gets the source file and that converts the string. Return data is used by some methods that gets the source file. Return data is used by some methods that converts the string. GetSourceFile() seems far more important than average because it is called by 5 methods.,Returns the source file name associated with this `SimpleNode`. Use it when you need to retrieve the original file identifier for the node.,0.22707059461958537,0.85612845,0.8362859,0.84609085
jtopas,getTokenizerProperties,AbstractTokenizer,"This method gets the tokenizer properties and returns a TokenizerProperties. That TokenizerProperties is used by methods that is the flag set and that is the flag set. GetTokenizerProperties() seems far more important than average because it is called by 5 methods. The method can be used in an assignment statement ; for example: ""return prop.isFlagSet(flag,(getTokenizerProperties().getParseFlags() & flag) != 0 || isFlagSet(flag));"".","Returns the tokenizer properties associated with this tokenizer, exposing configuration such as parse flags. It is typically used when combining or updating parsing settings, as in code that reads the current properties before applying a mask.",0.21631996626784022,0.86122435,0.82123893,0.84075654
jtopas,getBaseTokenizer,AbstractTokenizer,"This method gets the base tokenizer and returns an AbstractTokenizer. That AbstractTokenizer is used by methods that reads the data and that gets the base data provider. GetBaseTokenizer() seems far more important than average because it is called by 4 methods. The method can be used in a procedural statement ; for example: ""return getBaseTokenizer().getDataProvider(startPos,length);"".","Returns the base tokenizer associated with this tokenizer. It is typically used when assigning or retrieving a shared tokenizer instance, such as in `AbstractTokenizer baseTokenizer = getBaseTokenizer();`.",0.26444903307841044,0.8875667,0.86266696,0.87493974
jtopas,getBaseDataProvider,AbstractTokenizer,"This method gets the base data provider and returns a DataProvider. That DataProvider is used by methods that gets the char and that reads the whitespaces. GetBaseDataProvider() seems far more important than average because it is called by 6 methods. The method can be used in a procedural statement ; for example: ""return getBaseDataProvider(pos,1).getCharAt(0);"".","Returns the base `DataProvider` used by the tokenizer, typically for retrieving character data from a given position and offset. It is used in parsing workflows where callers need direct access to the underlying data source.",0.3427842183346974,0.85744286,0.8382622,0.84774405
jtopas,readMoreDataFromBase,AbstractTokenizer,"This method reads the data and returns an int. That int is used by methods that is the whitespace and that is the whitespace. ReadMoreDataFromBase() seems far more important than average because it is called by 10 methods. The method can be used in an assignment statement ; for example: ""if (_currentReadPos + offset >= _currentWritePos && readMoreDataFromBase() < 0) {"".",Reads additional data from the underlying base source into the tokenizer’s buffer. Use this when the tokenizer needs to refill its input while processing a stream or source incrementally.,0.1393218044446968,0.8512205,0.8158836,0.83317757
jtopas,isFlagSet,AbstractTokenizer,This method is the flag set and returns a boolean. IsFlagSet() seems far more important than average because it is not called by any methods.,"Checks whether the specified flag is currently set. It is used as a conditional guard in tokenizer logic, for example before counting lines or enabling other flag-dependent behavior.",0.18824070117774358,0.8544517,0.85635597,0.8554028
jtopas,doGetProperty,AbstractTokenizerProperties,"This method does get the property and returns a TokenizerProperty. That TokenizerProperty is used by methods that gets the block comment and that gets the special sequence. DoGetProperty() seems far more important than average because it is called by 7 methods. The method can be used in a procedural statement ; for example: ""return doGetProperty(Token.PATTERN,pattern);"".","Returns the tokenizer property for a given token and start state. It is used procedurally by callers that need to retrieve the property associated with a specific token, as in `doGetProperty(Token.STRING, start)`.",0.33549500538772714,0.8813104,0.86820054,0.8747063
jtopas,getString,AbstractTokenizerProperties,"This method gets the EQUIV[string string and returns a TokenizerProperty. That TokenizerProperty is used by methods that gets the string companion and that removes the EQUIV[string string. GetString() seems far more important than average because it is called by 3 methods. The method can be used in an assignment statement ; for example: ""return getString(start) != null;"".","Returns the `TokenizerProperty` associated with a string token or identifier. It is used in assignment contexts, such as `TokenizerProperty prop = getString(start);`, to retrieve the property for further processing.",0.3354096245919253,0.88201684,0.8575988,0.8696364
jtopas,getBlockComment,AbstractTokenizerProperties,"This method gets the block comment and returns a TokenizerProperty. That TokenizerProperty is used by methods that blocks the comment exists and that gets the block comment companion. GetBlockComment() seems far more important than average because it is called by 3 methods. The method can be used in an assignment statement ; for example: ""return getBlockComment(start) != null;"".","Returns the tokenizer property associated with block comments, likely based on the provided start token or context. Use it when you need to retrieve the block-comment configuration for tokenization or parsing.",0.2224968070478809,0.8634102,0.84038496,0.8517419
jtopas,getSpecialSequence,AbstractTokenizerProperties,"This method gets the special sequence and returns a TokenizerProperty. That TokenizerProperty is used by methods that gets the special sequence companion and that gets the special sequence exists. GetSpecialSequence() seems far more important than average because it is called by 3 methods. The method can be used in an assignment statement ; for example: ""return getSpecialSequence(specSeq) != null;"".","Returns the tokenizer property for a special sequence. Use it when assigning or retrieving the configuration associated with a specific special-sequence token, such as `TokenizerProperty prop = getSpecialSequence(specSeq);`.",0.31257609832535566,0.8917788,0.8687266,0.8801018
jtopas,getKeyword,AbstractTokenizerProperties,"This method gets the EQUIV[keyword string and returns a TokenizerProperty. That TokenizerProperty is used by methods that gets the keyword exists and that removes the EQUIV[keyword string. GetKeyword() seems far more important than average because it is called by 3 methods. The method can be used in an assignment statement ; for example: ""return getKeyword(keyword) != null;"".","Returns the `TokenizerProperty` associated with the given keyword. It is used in assignment contexts to retrieve a property for further configuration or lookup, as in `TokenizerProperty prop = getKeyword(keyword);`.",0.3607438383684778,0.88311523,0.8582216,0.8704905
jtopas,getPattern,AbstractTokenizerProperties,"This method gets the EQUIV[pattern string - and returns a TokenizerProperty. That TokenizerProperty is used by methods that gets the pattern companion and that patterns the exists. GetPattern() seems far more important than average because it is called by 3 methods. The method can be used in an assignment statement ; for example: ""return getPattern(pattern) != null;"".","Returns the tokenizer pattern property. It is used when assigning a `TokenizerProperty`, as in `TokenizerProperty prop = getPattern(pattern);`.",0.36643668895664067,0.89042616,0.85152763,0.8705425
jtopas,removeProperty,AbstractTokenizerProperties,"This method removes the EQUIV[property tokenizer property. Return data is used by some methods that removes the EQUIV[keyword string. Return data is used by some methods that removes the EQUIV[line comment string - (NM). RemoveProperty() seems far more important than average because it is called by 6 methods. The method can be used in a procedural statement ; for example: ""removeProperty(prop);"".","Removes a property from the tokenizer properties. Use this when you need to delete a previously configured property, as in `removeProperty(prop);`.",0.20465362304574214,0.8862333,0.8319386,0.85822815
jtopas,checkArgument,AbstractTokenizerProperties,"This method checks the argument. Return data is used by a method that gets the block comment. Return data is used by a method that gets the special sequence. CheckArgument() seems far more important than average because it is called by 7 methods. The method can be used in a procedural statement ; for example: ""checkArgument(pattern,""Pattern"");"".","Checks that a provided argument satisfies the expected condition, typically validating inputs before further processing. It is used in tokenizer property code to enforce correctness, as in `checkArgument(start, ""String"")`.",0.20922460099737994,0.86565614,0.8612543,0.86344963
jtopas,getType,TokenizerProperty,"This method gets the type and returns an int. That int is used by methods that adds the EQUIV[property tokenizer property and that equals the object. GetType() seems far more important than average because it is called by 8 methods. The method can be used in a procedural statement ; for example: ""switch (property.getType()) {"".","Returns the current token type as an integer. Use it when you need to inspect the scanner’s token state, such as checking whether the current token is EOF.",0.1661021325121849,0.87046677,0.83490264,0.8523139
jtopas,setFlags,TokenizerProperty,This method sets the flags. SetFlags() seems far more important than average because it is not called by any methods.,Sets the tokenizer’s flags to the provided value. Use this to configure tokenization behavior before processing input.,0.14234159533162147,0.8716869,0.8626051,0.8671222
jtopas,getFlagMask,TokenizerProperty,"This method gets the flag mask and returns an int. That int is used by some methods that contains the EQUIV[flag int. GetFlagMask() seems far more important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""return (getFlagMask() & flag) == flag;"".","Returns the bitmask representing this tokenizer property’s flags. Use it when testing whether specific flags are set, as in bitwise flag checks.",0.13956040172586134,0.8668833,0.8328229,0.8495118
jtopas,getImages,TokenizerProperty,"This method gets the images and returns a String[]. That String[] is used by methods that starts the sequence store (P) (NM) (NM) and that searches the EQUIV[string string. GetImages() seems far more important than average because it is called by 10 methods. The method can be used in an assignment statement ; for example: ""String img=prop.getImages()[0];"".","Returns the list of image names or values associated with this tokenizer property. Use it when you need to read the image array, as in code that indexes into the first image and uses its length.",0.17145935729878625,0.8684104,0.8260495,0.8467005
jtopas,getCompanion,TokenizerProperty,"This method gets the companion and returns an Object. That Object is used by methods that equals the object and that gets the token. GetCompanion() seems far more important than average because it is called by 9 methods. The method can be used in a procedural statement ; for example: ""if (getType() == thatProp.getType() && getCompanion() == thatProp.getCompanion() && getFlags() == thatProp.getFlags()) {"".","Returns the companion object associated with this `TokenizerProperty`. Use it when you need to retrieve the linked object from a token or property instance, as in assignment or casting contexts.",0.19529566629072445,0.8559971,0.827438,0.84147525
jtopas,startsWithSequenceCommentOrString,SequenceStore,"This method starts the sequence store (P) (NM) (NM) and returns a TokenizerProperty. That TokenizerProperty is used by methods that starts the standard tokenizer properties (P) (NM) (NM) and that is the keyword. StartsWithSequenceCommentOrString() seems far more important than average because it is called by 2 methods. The method can be used in a procedural statement ; for example: ""return startsWithSequenceCommentOrString(dataProvider);"".","Returns the tokenizer property for tokens that start with a sequence comment or string. Use it when assigning sequence-handling behavior from a data provider, such as configuring `_sequenceHandler.startsWithSequenceCommentOrString(dataProvider)`.",0.16982904919516645,0.8814037,0.8476584,0.8642018
jtopas,searchString,SequenceStore,"This method searches the EQUIV[string string and returns a TokenizerProperty. That TokenizerProperty is used by methods that removes the special sequence and that gets the special sequence. SearchString() seems far more important than average because it is called by 2 methods. The method can be used in a procedural statement ; for example: ""return searchString(image,false);"".","Searches for a string in the sequence store and returns a `TokenizerProperty` representing the match or lookup result. It is used procedurally, for example when searching an image with a boolean flag such as `return searchString(image,true);`.",0.366110750430171,0.8895775,0.87447697,0.8819626
jtopas,compare,SequenceStore,This method compares the char and returns an int. Compare() seems far more important than average because it is not called by any methods.,"Compares the stored sequence value against a provided sequence and returns an integer result. It is used in assignment contexts, such as `int res = compare(img, image, 1);`, where the return value is captured for later decision-making.",0.20816486978694154,0.8519152,0.8746068,0.86311185
jtopas,getCharAt,DataProvider,"This method gets the char int - and returns a char. That char is used by methods that starts the sequence store (P) (NM) (NM) and that gets the char. GetCharAt() seems far more important than average because it is called by 5 methods. The method can be used in an assignment statement ; for example: ""char startChar=getStartChar(dataProvider.getCharAt(0));"".","Returns the character at a specified position. It is used as a simple accessor in data retrieval code, including delegating through another data provider as in `getBaseDataProvider(pos,1).getCharAt(0)`.",0.13605872737598132,0.8652354,0.8528033,0.85897434
