project,method_name,class_name,gt_summary,llm_summary,cosine_similarity,bert_precision,bert_recall,bert_f1
jajuk,getDiscoveryDate,Track,"This method gets the discovery date and returns a Date. GetDiscoveryDate() seems less important than average because it is called by 10 methods. The method can be used in an assignment statement ; for example: ""long diff=today.getTime() - track.getDiscoveryDate().getTime();"".","This method retrieves the discovery date of a track, returning it as a `Date` object for use in contexts where the track's discovery timeline needs to be referenced or displayed.",0.30101691723862123,0.88124734,0.84432673,0.86239207
jajuk,updateRate,Track,"This method updates the rate. UpdateRate() seems less important than average because it is called by 4 methods. The method can be used in a procedural statement ; for example: ""fCurrent.getTrack().updateRate();"".",This method updates the track's rate value. It is used procedurally to modify the rate of a Track instance.,0.29519735150672344,0.9144802,0.86176306,0.88733935
jajuk,isAutocommit,TrackManager,This method is the autocommit and returns a boolean. IsAutocommit() seems less important than average because it is not called by any methods.,This method checks whether autocommit mode is enabled for the current transaction context. It is typically used by database operations to determine if changes should be automatically committed after execution.,0.2228882368991097,0.8661648,0.87817657,0.8721293
jajuk,getURL,Cover,"This method gets the URL and returns an URL. GetURL() seems less important than average because it is called by 2 methods. The method can be used in a procedural statement ; for example: ""return url.toString().equals(cOther.getURL().toString());"".","This method retrieves the URL associated with a Cover instance, returning it as a `URL` object for direct access or comparison in procedural contexts. It is typically used when needing to compare or process the URL string representation of a Cover object.",0.2797409436037057,0.858712,0.85241425,0.8555515
jajuk,subList,QueueList,"This method subs the list and returns a List<StackItem>. SubList() seems less important than average because it is called by 1 method. The method can be used in an assignment statement ; for example: ""List<StackItem> items=impl.subList(1,3);"".",Returns a sublist from the specified start index to the end of the list for manipulation or inspection. This is typically used when working with partial ranges of the queue's underlying list.,0.27378025244306287,0.8554783,0.83114994,0.84313864
jajuk,process,XMLExporter,This method processes the collection. Process() seems less important than average because it is not called by any methods.,"This method processes a given value, typically a list of items retrieved from a device manager, and performs necessary operations without returning a value. It is used in procedural contexts where item processing is required, such as exporting or transforming data.",0.12273398615066866,0.8614113,0.8796013,0.8704113
jajuk,perform,GCAction,This method handles the perform. Perform() seems less important than average because it is not called by any methods.,"Performs a predefined action, typically used to execute commands like exiting an application. It is called on an action object retrieved from an `ActionManager` to trigger the associated operation.",0.0773492216554414,0.8393963,0.86016047,0.8496515
jajuk,getItemAt,PlaylistTableModel,This method gets the item int and returns an Item. GetItemAt() seems less important than average because it is not called by any methods.,Retrieves the item at a specified index in the playlist model. This method is typically used by UI components to access and display individual items from the playlist data structure.,0.20277116166395712,0.86352515,0.86727655,0.8653968
jajuk,handleSave,CoverView,This method handles save the cover view. HandleSave() seems less important than average because it is not called by any methods.,"This method handles the save action for a `CoverView` instance, typically invoked when saving changes to a cover document or configuration. It is called once, likely from a UI event handler like `handleSaveAs()`.",0.22150013430590967,0.8661378,0.90178573,0.8836023
jajuk,updateGUIFromConfCovers,ParameterViewGUIHelper,"This method updates the GUI (P). UpdateGUIFromConfCovers() seems less important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""updateGUIFromConfCovers();"".","Updates the GUI elements to reflect the current configuration of covers, ensuring visual representation matches the underlying data. This method is typically called after configuration changes to maintain UI consistency.",0.23008186834985447,0.86759484,0.8409346,0.85405666
jajuk,getNothingFoundPanel,SuggestionView,"This method gets the found panel and returns a JPanel. GetNothingFoundPanel() seems less important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""return new JScrollPane(getNothingFoundPanel());"".","Retrieves a predefined ""Nothing Found"" panel for display when no suggestions are available. Typically used in UI components to show an empty state with a message like ""No results found.""",0.08794094635067698,0.8525589,0.8377397,0.84508437
jajuk,getID,ViewAdapter,"This method gets the ID and returns a String. GetID() seems less important than average because it is called by 1 method. The method can be used in an assignment statement ; for example: ""return ""View[name="" + getID() + "" description='""+ getDesc()+ ""']"";"".","Retrieves the unique identifier of a view, typically used to set properties in XML configurations or data binding scenarios. This method is called by other components to access the view's ID for further processing.",0.2587773112251936,0.86501276,0.818642,0.8411888
jajuk,paint,JajukJSplitPane,This method paints the graphics. Paint() seems less important than average because it is not called by any methods.,"Paints the component by delegating to the UI delegate's `paint` method, typically used for custom rendering within Swing-based split pane containers.",0.16684069751738267,0.8528391,0.8777155,0.86509854
jajuk,JajukJSplitPane,JajukJSplitPane,This method creates the jajuk J split pane and returns a jajukjsplitpane. JajukJSplitPane() seems less important than average because it is not called by any methods.,"Creates a new `JajukJSplitPane` instance, typically used to divide a UI layout into resizable sections. This constructor initializes a split pane with default settings for orientation and divider position.",0.1590210113110033,0.861646,0.8783936,0.8699392
jajuk,getOptionPane,PasswordDialog,This method gets the option pane and returns a JOptionPane. GetOptionPane() seems less important than average because it is not called by any methods.,"Returns the `JOptionPane` instance associated with this password dialog, typically used to display or interact with the dialog's UI components.",0.11626511921918035,0.8613963,0.87489146,0.8680914
jajuk,closeSystray,JajukSystray,This method closes the systray. CloseSystray() seems less important than average because it is not called by any methods.,"Closes the system tray icon, removing it from the notification area. This method is typically called when the application is shutting down or when the systray functionality is no longer needed.",0.2839492396805719,0.8711239,0.87682426,0.8739648
jajuk,WindowGlobalKeystrokeManager,WindowGlobalKeystrokeManager,This method creates the window global keystroke manager and returns a windowglobalkeystrokemanager. WindowGlobalKeystrokeManager() seems less important than average because it is not called by any methods.,"Creates a new instance of the `WindowGlobalKeystrokeManager` to handle global keystroke events, typically assigned to a variable for further use in window management.",0.1666877177928061,0.8867512,0.88909024,0.8879192
jhotdraw,createAlignmentMenu,DrawApplication,This method creates the alignment menu and returns a JMenu. CreateAlignmentMenu() seems less important than average because it is not called by any methods.,"Creates and returns a JMenu for alignment options. It is used within menu construction logic, such as in `addMenuIfPossible(mb, createAlignmentMenu())`, to integrate alignment controls into the application's interface.",0.26982466958780804,0.88478035,0.89650655,0.89060485
jhotdraw,getCommand,CommandMenuItem,"This method gets the command and returns a Command. GetCommand() seems less important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""getCommand().execute();"".","Retrieves the `Command` associated with this menu item, enabling execution via `execute()`. Used when accessing or triggering the command bound to a menu item.",0.17732948587470715,0.85018957,0.85010886,0.8501492
jhotdraw,getComponent,ComponentFigure,"This method gets the component and returns a Component. GetComponent() seems less important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""getComponent().setBounds(displayBox());"".","Retrieves the `Component` instance associated with this figure. Typically used to access or modify the component's properties, such as setting its bounds or other attributes.",0.15666920258797337,0.84178907,0.8342512,0.83800316
jhotdraw,createUndoActivity,PolygonScaleHandle,"This method creates the undo activity and returns an Undoable. CreateUndoActivity() seems less important than average because it is called by 1 method. The method can be used in an assignment statement ; for example: ""PolygonScaleHandle.UndoActivity activity=(PolygonScaleHandle.UndoActivity)createUndoActivity(view);"".","Creates an undoable activity for scaling polygon operations, typically used in interactive graphics editors to support undo/redo functionality.",0.1825724917438232,0.865875,0.8295824,0.8473402
jhotdraw,invokeEnd,TriangleRotationHandle,This method invokes the end. InvokeEnd() seems less important than average because it is not called by any methods.,Finalizes the rotation operation for a triangle by applying the accumulated transformation and updating the visual representation. This method is typically called when user interaction with the rotation handle is completed.,0.2163204534875426,0.8557244,0.8713966,0.8634894
jhotdraw,AttributeFigureContentProducer,AttributeFigureContentProducer,This method creates the attribute figure content producer and returns an attributefigurecontentproducer. AttributeFigureContentProducer() seems less important than average because it is not called by any methods.,"Creates an `AttributeFigureContentProducer` instance, typically used to generate content for attribute-based figures in a graphical or data visualization context.",0.15233565283477019,0.86384225,0.8640254,0.86393386
jhotdraw,markFontDirty,HTMLTextAreaFigure,"This method marks the font dirty. MarkFontDirty() seems less important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""markFontDirty();"".","This method marks the font as dirty, indicating that the font's state has changed and may need to be updated or refreshed. It is typically used internally within the HTMLTextAreaFigure class to track modifications to the font properties.",0.2938820860236623,0.871169,0.8632676,0.8672003
jhotdraw,setURL,URLContentProducer,"This method sets the URL. SetURL() seems less important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""setURL(new URL(dr.readString()));"".",Sets the URL for the content producer to fetch and process. This method is typically called during initialization or configuration of the producer to specify the target resource.,0.27706027970585595,0.8680098,0.8468558,0.8573023
jhotdraw,ZoomDrawingView,ZoomDrawingView,This method creates the zoom drawing view and returns a zoomdrawingview. ZoomDrawingView() seems less important than average because it is not called by any methods.,"Creates a new instance of `ZoomDrawingView`, typically used to initialize a custom drawing view with zoom capabilities in an Android application.",0.15909438093358796,0.88152796,0.8814657,0.8814969
jhotdraw,getTypingTarget,TextTool,"This method gets the typing target and returns a TextHolder. GetTypingTarget() seems less important than average because it is called by 5 methods. The method can be used in a procedural statement ; for example: ""return new TextTool.UndoActivity(view(),getTypingTarget().getText());"".",Retrieves the typing target as a `TextHolder` for conditional checks in text processing workflows.,0.1778437667921391,0.8720973,0.8338952,0.85256857
jhotdraw,createButtons,JavaDrawApplet,This method creates the buttons. CreateButtons() seems less important than average because it is not called by any methods.,"Creates and initializes the UI buttons for the JavaDrawApplet, typically invoked during applet initialization to set up the drawing interface.",0.1333445545025378,0.86184984,0.86952865,0.8656722
jhotdraw,deactivate,AbstractTool,"This method deactivates the abstract tool. Deactivate() seems less important than average because it is called by 9 methods. The method can be used in a procedural statement ; for example: ""super.deactivate();"".","Deactivates the current tool or feature, typically used within an application to disable active functionalities. This method is called procedurally when managing tool states.",0.22766524184358516,0.88270175,0.86118525,0.8718108
jhotdraw,findConnectableFigure,ChangeConnectionHandle,"This method finds the connectable figure and returns a Figure. FindConnectableFigure() seems less important than average because it is called by 2 methods. The method can be used in an assignment statement ; for example: ""Figure target=findConnectableFigure(x,y,drawing);"".","Finds and returns a connectable figure at the specified coordinates within the given drawing view, typically used to locate a target figure for connection handling. This method is called during connection operations to identify the figure that should be connected to.",0.38269796899548925,0.87568915,0.8554794,0.86546636
jhotdraw,findConnectionTarget,ConnectionHandle,"This method finds the connection target and returns a Connector. FindConnectionTarget() seems less important than average because it is called by 2 methods. The method can be used in an assignment statement ; for example: ""Connector target=findConnectionTarget(x,y,view.drawing());"".","This method locates and returns a `Connector` associated with the given coordinates and drawing context, typically used to identify connection points in a graphical interface. It is commonly called when assigning or resolving connection targets between elements.",0.2785297505125446,0.87343806,0.8521364,0.8626557
jhotdraw,getPrototypeFigure,CreationTool,"This method gets the prototype figure and returns a Figure. GetPrototypeFigure() seems less important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""if (getPrototypeFigure() == null) {"".","Retrieves the prototype figure used by the tool, returning null if none exists. This method is typically called to check for an existing prototype before creating a new figure.",0.37976450392522776,0.88808507,0.8543364,0.87088394
jhotdraw,selectionHandles,StandardDrawingView,"This method gets the selection handles and returns a HandleEnumeration. SelectionHandles() seems less important than average because it is called by 2 methods. The method can be used in an assignment statement ; for example: ""HandleEnumeration he=selectionHandles();"".",Returns an enumeration of handles for the current selection in a drawing view. Typically used to manipulate or display selection handles for user interaction.,0.2183381962112944,0.8779147,0.8344836,0.85564846
jhotdraw,drawingInvalidated,StandardDrawingView,This method handles the drawing invalidated. DrawingInvalidated() seems less important than average because it is not called by any methods.,"This method invalidates the current drawing view, prompting a redraw of the associated graphical content. It is typically called internally when the underlying model data changes and the view needs to reflect those updates.",0.20704520775398472,0.86388415,0.87542164,0.86961466
jhotdraw,keyTyped,StandardDrawingView,This method handles the key typed. KeyTyped() seems less important than average because it is not called by any methods.,"This method handles keyboard input events for typed keys in a drawing view, typically used to trigger actions like text insertion or command execution when a key is pressed.",0.15009434108515912,0.86313576,0.87229395,0.8676907
jhotdraw,NullToolTest,NullToolTest,This method creates the null tool test and returns a nulltooltest. NullToolTest() seems less important than average because it is not called by any methods.,"Creates a `NullToolTest` instance for testing purposes, typically used in unit tests to verify behavior when tools are null.",0.10380401914794835,0.8727446,0.87430555,0.8735244
jhotdraw,testVault,OffsetLocatorTest,This method tests the vault. TestVault() seems less important than average because it is not called by any methods.,"This method tests the functionality of a vault, likely verifying its behavior under specific conditions or after certain operations. It is part of a test class (`OffsetLocatorTest`) but does not interact with any other methods or classes.",0.2313085314369456,0.86296856,0.8962209,0.8792805
jhotdraw,StandardFigureSelectionTest,StandardFigureSelectionTest,This method creates the standard figure selection test and returns a standardfigureselectiontest. StandardFigureSelectionTest() seems less important than average because it is not called by any methods.,Creates a `StandardFigureSelectionTest` instance for testing figure selection functionality. This constructor is likely used in test suites to initialize test cases for verifying figure selection behavior.,0.23664087065858158,0.87795115,0.8797175,0.8788334
jhotdraw,setUp,ClipboardTest,This method sets up the clipboard test. SetUp() seems less important than average because it is not called by any methods.,Initializes and prepares the test environment before each test case execution in the ClipboardTest class.,0.11668143431939774,0.87127984,0.86195976,0.86659473
jhotdraw,addStorageFormat,StorageFormatManager,"This method adds the storage format storage format -. AddStorageFormat() seems less important than average because it is called by 1 method. The method can be used in a procedural statement ; for example: ""storageFormatManager.addStorageFormat(format);"".",Adds a specified storage format to the storage format manager. This method is used when configuring or extending storage capabilities in a system.,0.4262734068744317,0.88162184,0.84390134,0.8623493
jhotdraw,setUndoActivity,UndoableCommand,This method sets the undo activity. SetUndoActivity() seems less important than average because it is not called by any methods.,"This method sets the undo activity for the command, enabling undo functionality by storing the state or action to be reversed. It is typically used within command pattern implementations to support undo operations.",0.2755994790468152,0.8811041,0.8814758,0.8812899
jhotdraw,commandExecuted,UndoableCommand,This method handles the command executed. CommandExecuted() seems less important than average because it is not called by any methods.,"This method signals that a command has been executed within an undoable command framework, typically used to notify observers or update state after a command's execution. It is called internally by the framework and does not return a value.",0.26415768131372375,0.86870813,0.8904366,0.87943816
jtopas,getTokenizerProperties,AbstractTokenizer,"This method gets the tokenizer properties and returns a TokenizerProperties. That TokenizerProperties is used by methods that is the flag set and that is the flag set. GetTokenizerProperties() seems far more important than average because it is called by 5 methods. The method can be used in an assignment statement ; for example: ""return prop.isFlagSet(flag,(getTokenizerProperties().getParseFlags() & flag) != 0 || isFlagSet(flag));"".",This method retrieves the tokenizer properties for the current tokenizer instance. It is typically used when needing to access or modify specific parsing flags or settings during token processing.,0.2071269776430035,0.88145566,0.82417893,0.85185564
jtopas,getBaseTokenizer,AbstractTokenizer,"This method gets the base tokenizer and returns an AbstractTokenizer. That AbstractTokenizer is used by methods that reads the data and that gets the base data provider. GetBaseTokenizer() seems far more important than average because it is called by 4 methods. The method can be used in a procedural statement ; for example: ""return getBaseTokenizer().getDataProvider(startPos,length);"".","This method retrieves the base tokenizer instance, intended for cases where the current tokenizer may wrap or delegate to another tokenizer, allowing access to the underlying implementation. It is typically used when working with composite or delegating tokenizer patterns to access the core functionality.",0.23300392930508812,0.86847496,0.85262674,0.8604778
jtopas,getBaseDataProvider,AbstractTokenizer,"This method gets the base data provider and returns a DataProvider. That DataProvider is used by methods that gets the char and that reads the whitespaces. GetBaseDataProvider() seems far more important than average because it is called by 6 methods. The method can be used in a procedural statement ; for example: ""return getBaseDataProvider(pos,1).getCharAt(0);"".",Retrieves the base data provider for tokenization. Typically used when initializing or resetting tokenizer state to access fundamental character or token data.,0.13744595023914,0.8433701,0.82006043,0.83155197
jtopas,readMoreDataFromBase,AbstractTokenizer,"This method reads the data and returns an int. That int is used by methods that is the whitespace and that is the whitespace. ReadMoreDataFromBase() seems far more important than average because it is called by 10 methods. The method can be used in an assignment statement ; for example: ""if (_currentReadPos + offset >= _currentWritePos && readMoreDataFromBase() < 0) {"".","This method reads additional data from the base source, typically used when the current token buffer is exhausted during parsing or tokenization. It returns the number of bytes or characters read to indicate progress.",0.24442230072216414,0.86371803,0.82595646,0.8444153
